Corpus,Threat Model,LLM,Metric,Higher is Better,Slope,Slope Std,Slope HDI Lower,Slope HDI Upper,ROPE,Conclusion
RJ,logreg,gpt-4o,pinc,True,-0.03329030027122785,0.0390675892205682,-0.10871744083658005,0.04561470366472965,0.00390675892205682,Inconclusive
RJ,svm,gpt-4o,binary_acc1,False,0.3975856806077551,0.31060456051489177,-0.19475588572814712,1.0112594461512896,0.031060456051489178,Inconclusive
RJ,svm,gpt-4o,binary_acc5,False,0.010019986554471554,0.19732685745982512,-0.3662831400814105,0.41555337690298266,0.01973268574598251,Inconclusive
RJ,svm,gpt-4o,true_class_confidence,False,0.08863788443279734,0.12126833498812722,-0.14262971279125913,0.33003822195248733,0.012126833498812724,Inconclusive
RJ,svm,gpt-4o,entropy,True,-0.09822280052515987,0.11113382993469449,-0.31930111592689964,0.11434585211087558,0.01111338299346945,Inconclusive
RJ,svm,gpt-4o,bertscore,True,0.02458713972729614,0.03862669859308387,-0.05484608096451579,0.09434261537226339,0.003862669859308387,Inconclusive
RJ,svm,gpt-4o,pinc,True,-0.033956086167077834,0.03859786706129702,-0.1068656592632218,0.04417988248328494,0.003859786706129702,Inconclusive
RJ,roberta,gpt-4o,binary_acc1,False,0.4085769616452358,0.31090926515891265,-0.17554922827555336,1.0283835608105523,0.031090926515891265,Inconclusive
RJ,roberta,gpt-4o,binary_acc5,False,0.011117563443520707,0.19304347474801822,-0.3767125991082761,0.37350075122514553,0.019304347474801822,Inconclusive
RJ,roberta,gpt-4o,true_class_confidence,False,0.09114706663386067,0.12060577315624967,-0.13957960901950633,0.33236737976306974,0.012060577315624967,Inconclusive
RJ,roberta,gpt-4o,entropy,True,-0.09529089158833898,0.1117772224132781,-0.3093729065627179,0.13273559448221636,0.011177722241327811,Inconclusive
RJ,roberta,gpt-4o,bertscore,True,0.025794738112513933,0.03719128300200712,-0.04548965927469018,0.0997040780366268,0.0037191283002007123,Inconclusive
